States/UTs,Crime_Head,Count,Year,Main_Category,Month,Time_of_Day,District,Latitude,Longitude,Victim_Age,Victim_Age_Group,Victim_Caste_Category,Marital_Status,Perpetrator_Relationship,Victim_Occupation,Victim_Education_Level
Puducherry,Total Crimes against Women,86,2013,Other Acts,September,Evening,Aligarh,26.48500851,89.35712385,42,31-50,SC,Married,Unknown,Working Professional,Secondary
Total (UTs),Total Crimes against Women,13616,2013,Other Acts,June,Night,Coimbatore,11.05053337,77.98165996,34,31-50,SC,Married,Acquaintance,Working Professional,Secondary
Total (All-India),Total Crimes against Women,309546,2013,Other Acts,July,Evening,Ranchi,36.62525509,75.01826205,53,51+,ST,Widowed,Husband,Labourer,Secondary
Andhra Pradesh,1 - Rape (Section 376 IPC),961,2014,Rape-related,May,Morning,Kolkata,16.57556524,70.2163626,39,31-50,Unknown,Married,Relative,Unknown,Secondary
Andhra Pradesh,1.1 - Custodial Rape,0,2014,Rape-related,March,Morning,Cuttack,13.55579999,72.78285967,20,18-30,SC,Married,Husband,Student,Graduate
Andhra Pradesh,1.1.1 - Custodial_Gang Rape,0,2014,Rape-related,January,Morning,Mumbai,33.66780252,70.6107396,58,51+,SC,Married,Stranger,Working Professional,Postgraduate
Andhra Pradesh,1.1.2 - Custodial_Other Rape,0,2014,Rape-related,June,Morning,Guwahati,20.38825992,85.8603279,15,<18,SC,Unmarried,Husband,Working Professional,Primary
Andhra Pradesh,1.2 - Rape other than Custodial,961,2014,Rape-related,October,Morning,Ludhiana,29.48673794,93.53416326,43,31-50,Unknown,Divorced,Stranger,Working Professional,Graduate
Andhra Pradesh,1.2.1 - Rape_Gang Rape,14,2014,Rape-related,April,Night,Thiruvananthapuram,22.6059296,68.45510256,50,31-50,SC,Married,Acquaintance,Housewife,Unknown
Andhra Pradesh,1.2.2 - Rape_Others,947,2014,Rape-related,January,Afternoon,Visakhapatnam,18.66942277,85.90682697,61,51+,SC,Widowed,Acquaintance,Working Professional,Primary
Andhra Pradesh,2 - Attempt to commit Rape (Section 376 & 511 IPC),165,2014,Rape-related,May,Morning,Dhanbad,23.81875078,85.26064353,17,<18,General,Unmarried,Acquaintance,Student,Secondary
Andhra Pradesh,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",721,2014,Kidnapping & Abduction,January,Night,Aligarh,11.37665244,82.06502725,20,18-30,OBC,Married,Acquaintance,Student,Secondary
Andhra Pradesh,3.1 - Kidnaping & Abduction Section 363 IPC,180,2014,Kidnapping & Abduction,August,Evening,Kolkata,27.03344541,93.59436812,42,31-50,OBC,Married,Acquaintance,Working Professional,Secondary
Andhra Pradesh,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,1,2014,Kidnapping & Abduction,September,Morning,Lucknow,34.69591725,89.95674865,63,51+,OBC,Married,Acquaintance,Unknown,Secondary
Andhra Pradesh,3.3 - Kidnapping for Ransom Section 364A,3,2014,Kidnapping & Abduction,June,Afternoon,Dhanbad,25.56687878,94.88665156,41,31-50,OBC,Divorced,Relative,Housewife,Secondary
Andhra Pradesh,3.4 - Kidnapping & Abduction of Women to compel her for marriage,274,2014,Kidnapping & Abduction,October,Night,Indore,32.33272403,73.73589186,23,18-30,Unknown,Married,Acquaintance,Student,Secondary
Andhra Pradesh,3.5 - Kidnapping & Abduction of Women-Other,263,2014,Kidnapping & Abduction,April,Night,Ranchi,9.672742312,83.01307722,64,51+,ST,Married,Relative,Unknown,Graduate
Andhra Pradesh,4 - Dowry Deaths (Section 304-B IPC),215,2014,Dowry-related,March,Night,Coimbatore,11.87063271,78.17552522,55,51+,SC,Married,Neighbor,Unemployed,Graduate
Andhra Pradesh,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),4547,2014,Assault & Modesty-related,February,Evening,Cuttack,30.27872256,69.21388896,58,51+,SC,Widowed,Husband,Housewife,Primary
Andhra Pradesh,5.1 - Sexual Harassment,1072,2014,Assault & Modesty-related,April,Afternoon,Indore,35.00860297,71.496577,15,<18,General,Unmarried,Neighbor,Unemployed,Secondary
Andhra Pradesh,5.2 - Assault on women with intent to Disrobe,334,2014,Assault & Modesty-related,November,Morning,Indore,25.09799549,77.69837449,20,18-30,Unknown,Unmarried,Relative,Student,Secondary
Andhra Pradesh,5.3 - Voyeurism,71,2014,Assault & Modesty-related,April,Evening,Madurai,13.99659284,69.01895762,45,31-50,ST,Married,Husband,Working Professional,Secondary
Andhra Pradesh,5.4 - Stalking,504,2014,Assault & Modesty-related,May,Morning,Mumbai,26.48897369,95.54778368,20,18-30,General,Married,Husband,Student,Secondary
Andhra Pradesh,5.5 - Others,2566,2014,Assault & Modesty-related,September,Afternoon,Shimla,29.51297726,94.64523846,20,18-30,General,Widowed,Stranger,Student,Secondary
Andhra Pradesh,6 - Insult to the Modesty of Women_Total (Section 509 IPC),2649,2014,Assault & Modesty-related,December,Night,Kolkata,35.1815987,82.21843703,23,18-30,OBC,Unmarried,Stranger,Student,Graduate
Andhra Pradesh,6.1 - At Office premises,3,2014,Assault & Modesty-related,January,Morning,Warangal,25.77189521,81.58253023,20,18-30,General,Married,Relative,Student,Primary
Andhra Pradesh,6.2 - Other places related to work,84,2014,Assault & Modesty-related,April,Night,Madurai,33.24922742,69.42786867,20,18-30,General,Married,Stranger,Student,Secondary
Andhra Pradesh,6.3 - In Public Transport system,65,2014,Assault & Modesty-related,October,Night,Jalandhar,26.62736934,70.31221774,17,<18,SC,Unmarried,Husband,Student,Postgraduate
Andhra Pradesh,6.4 - in Other Places,2497,2014,Assault & Modesty-related,July,Morning,Ranchi,35.44502493,78.46750557,24,18-30,General,Unmarried,Unknown,Working Professional,Graduate
Andhra Pradesh,7 - Cruelty by Husband or his Relatives (Section 498A),6362,2014,Domestic & Cruelty,June,Morning,Lucknow,36.610895,95.24222131,23,18-30,Unknown,Unmarried,Acquaintance,Housewife,Secondary
Andhra Pradesh,8 - Importation of Girls from Foreign Country (Section 366B IPC),0,2014,Other Acts,March,Afternoon,Hyderabad,17.30382515,88.2849841,34,31-50,OBC,Married,Husband,Unknown,Secondary
Andhra Pradesh,9 - Abetment of Suicides of Women u/s 306 IPC,217,2014,Domestic & Cruelty,March,Morning,Kalaburagi,20.42979475,78.98744804,31,31-50,OBC,Married,Husband,Unemployed,Secondary
Andhra Pradesh,"10 - Dowry Prohibition Act, 1961",468,2014,Dowry-related,April,Afternoon,Dehradun,10.21106925,95.65982244,20,18-30,SC,Married,Husband,Student,Graduate
Andhra Pradesh,"11 - Indecent Representation of Women (Prohibition) Act, 1986",3,2014,Other Acts,October,Afternoon,Chandigarh,29.16045955,84.97671496,33,31-50,Unknown,Divorced,Neighbor,Housewife,Graduate
Andhra Pradesh,12 - Commission of Sati Prevention Act 1987,0,2014,Other Acts,June,Morning,Udaipur,20.58305215,80.49747973,51,51+,SC,Widowed,Husband,Unknown,Primary
Andhra Pradesh,"13 - Protection of Women from Domestic Violence Act, 2005",0,2014,Other Acts,December,Night,Thiruvananthapuram,33.56321346,74.55055245,45,31-50,OBC,Married,Husband,Unknown,Secondary
Andhra Pradesh,14 - Immoral Traffic (Prevention) Act (Women Cases only),204,2014,Other Acts,December,Evening,Siliguri,13.90202487,69.83760365,34,31-50,OBC,Married,Stranger,Housewife,Secondary
Andhra Pradesh,14.1 - Under ITP Section 5,23,2014,Other Acts,June,Morning,Mumbai,22.3030625,83.72132011,23,18-30,OBC,Unmarried,Husband,Working Professional,Graduate
Andhra Pradesh,14.2 - Under ITP Section 6,0,2014,Other Acts,October,Morning,Agra,31.30509854,86.00718989,62,51+,OBC,Widowed,Stranger,Working Professional,Graduate
Andhra Pradesh,14.3 - Under ITP Section 7,0,2014,Other Acts,January,Afternoon,Nagpur,26.41097473,90.83106539,59,51+,ST,Widowed,Relative,Housewife,Unknown
Andhra Pradesh,14.4 - Under ITP Section 8,2,2014,Other Acts,December,Afternoon,Ludhiana,24.90780792,82.45525929,27,18-30,General,Unmarried,Relative,Housewife,Graduate
Andhra Pradesh,14.5 - Other Sections under ITP Act,179,2014,Other Acts,December,Afternoon,Aligarh,11.65532589,96.21831119,34,31-50,General,Married,Relative,Working Professional,Secondary
Andhra Pradesh,15 - Total Crimes against Women,16512,2014,Other Acts,June,Morning,Raipur,23.7176596,70.89007916,55,51+,ST,Widowed,Husband,Housewife,Primary
Arunachal Pradesh,1 - Rape (Section 376 IPC),83,2014,Rape-related,October,Evening,Chandigarh,27.24372841,83.29163484,24,18-30,ST,Unmarried,Acquaintance,Housewife,Secondary
Arunachal Pradesh,1.1 - Custodial Rape,4,2014,Rape-related,October,Morning,Bhopal,23.46825046,77.22135121,38,31-50,ST,Widowed,Stranger,Labourer,Graduate
Arunachal Pradesh,1.1.1 - Custodial_Gang Rape,0,2014,Rape-related,March,Morning,Raipur,9.949648847,96.38871774,39,31-50,Unknown,Married,Stranger,Labourer,Primary
Arunachal Pradesh,1.1.2 - Custodial_Other Rape,4,2014,Rape-related,October,Morning,Jodhpur,27.69753588,79.30624662,38,31-50,Unknown,Married,Relative,Housewife,Secondary
Arunachal Pradesh,1.2 - Rape other than Custodial,79,2014,Rape-related,April,Evening,Shimla,31.33253921,71.89409993,28,18-30,Unknown,Married,Relative,Housewife,Postgraduate
Arunachal Pradesh,1.2.1 - Rape_Gang Rape,5,2014,Rape-related,August,Evening,Bengaluru,22.46499099,70.7683269,28,18-30,Unknown,Married,Relative,Working Professional,Secondary
Arunachal Pradesh,1.2.2 - Rape_Others,74,2014,Rape-related,September,Afternoon,Amritsar,15.18774147,86.02970834,23,18-30,OBC,Married,Husband,Unemployed,Unknown
Arunachal Pradesh,2 - Attempt to commit Rape (Section 376 & 511 IPC),10,2014,Rape-related,May,Night,Kolkata,10.60190733,76.84473573,20,18-30,OBC,Widowed,Husband,Student,Unknown
Arunachal Pradesh,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",91,2014,Kidnapping & Abduction,March,Morning,Cuttack,29.60103227,69.55066163,44,31-50,SC,Married,Acquaintance,Unknown,Graduate
Arunachal Pradesh,3.1 - Kidnaping & Abduction Section 363 IPC,25,2014,Kidnapping & Abduction,August,Afternoon,Patna,34.92645644,76.08509489,20,18-30,OBC,Married,Neighbor,Student,Graduate
Arunachal Pradesh,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,1,2014,Kidnapping & Abduction,January,Evening,Coimbatore,15.36393464,95.43483972,47,31-50,OBC,Divorced,Husband,Housewife,Graduate
Arunachal Pradesh,3.3 - Kidnapping for Ransom Section 364A,1,2014,Kidnapping & Abduction,February,Morning,Ludhiana,36.34951381,87.99393839,19,18-30,Unknown,Married,Husband,Housewife,Unknown
Arunachal Pradesh,3.4 - Kidnapping & Abduction of Women to compel her for marriage,20,2014,Kidnapping & Abduction,January,Evening,Pune,36.87214656,93.75502616,20,18-30,General,Widowed,Husband,Student,Secondary
Arunachal Pradesh,3.5 - Kidnapping & Abduction of Women-Other,44,2014,Kidnapping & Abduction,April,Night,Bhubaneswar,14.20492104,92.09238969,20,18-30,SC,Married,Stranger,Student,Secondary
Arunachal Pradesh,4 - Dowry Deaths (Section 304-B IPC),1,2014,Dowry-related,October,Afternoon,Dhanbad,17.59773616,83.36330752,20,18-30,OBC,Married,Husband,Student,Secondary
Arunachal Pradesh,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),121,2014,Assault & Modesty-related,April,Night,Jodhpur,11.00518839,79.98085255,33,31-50,SC,Divorced,Husband,Housewife,Secondary
Arunachal Pradesh,5.1 - Sexual Harassment,21,2014,Assault & Modesty-related,January,Evening,Chandigarh,31.77041743,72.39639607,60,51+,OBC,Married,Neighbor,Unemployed,Secondary
Arunachal Pradesh,5.2 - Assault on women with intent to Disrobe,0,2014,Assault & Modesty-related,September,Evening,Mysuru,20.99862766,74.6797715,39,31-50,General,Married,Relative,Housewife,Secondary
Arunachal Pradesh,5.3 - Voyeurism,6,2014,Assault & Modesty-related,August,Afternoon,Jaipur,13.13497042,82.46960222,41,31-50,ST,Divorced,Relative,Housewife,Secondary
Arunachal Pradesh,5.4 - Stalking,1,2014,Assault & Modesty-related,January,Morning,Lucknow,18.77036303,80.21876412,20,18-30,SC,Married,Relative,Student,Graduate
Arunachal Pradesh,5.5 - Others,93,2014,Assault & Modesty-related,June,Morning,Mysuru,23.84423151,74.33197647,34,31-50,ST,Widowed,Husband,Unemployed,Graduate
Arunachal Pradesh,6 - Insult to the Modesty of Women_Total (Section 509 IPC),3,2014,Assault & Modesty-related,October,Afternoon,Jalandhar,11.17043066,94.62836716,61,51+,ST,Widowed,Acquaintance,Labourer,Secondary
Arunachal Pradesh,6.1 - At Office premises,0,2014,Assault & Modesty-related,April,Morning,Warangal,9.494302246,69.79703795,40,31-50,General,Married,Husband,Unknown,Graduate
Arunachal Pradesh,6.2 - Other places related to work,0,2014,Assault & Modesty-related,March,Afternoon,Guwahati,14.43125485,82.97971026,20,18-30,OBC,Married,Husband,Student,Secondary
Arunachal Pradesh,6.3 - In Public Transport system,0,2014,Assault & Modesty-related,June,Afternoon,Pune,18.2564409,91.97149265,20,18-30,SC,Married,Relative,Student,Secondary
Arunachal Pradesh,6.4 - in Other Places,3,2014,Assault & Modesty-related,December,Evening,Nashik,21.50551761,94.48996445,62,51+,OBC,Widowed,Relative,Labourer,Secondary
Arunachal Pradesh,7 - Cruelty by Husband or his Relatives (Section 498A),42,2014,Domestic & Cruelty,March,Afternoon,Bhopal,14.6704026,96.69404061,26,18-30,OBC,Married,Unknown,Housewife,Secondary
Arunachal Pradesh,8 - Importation of Girls from Foreign Country (Section 366B IPC),0,2014,Other Acts,June,Afternoon,Kota,30.7560446,69.08631435,25,18-30,OBC,Married,Unknown,Housewife,Graduate
Arunachal Pradesh,9 - Abetment of Suicides of Women u/s 306 IPC,0,2014,Domestic & Cruelty,January,Afternoon,Ranchi,12.74599121,95.4637276,58,51+,SC,Widowed,Stranger,Working Professional,Primary
Arunachal Pradesh,"10 - Dowry Prohibition Act, 1961",0,2014,Dowry-related,January,Evening,Dhanbad,13.90132991,85.30511224,59,51+,General,Widowed,Husband,Working Professional,Postgraduate
Arunachal Pradesh,"11 - Indecent Representation of Women (Prohibition) Act, 1986",0,2014,Other Acts,March,Evening,Madurai,28.10517451,77.16649907,19,18-30,General,Unmarried,Acquaintance,Housewife,Unknown
Arunachal Pradesh,12 - Commission of Sati Prevention Act 1987,0,2014,Other Acts,October,Afternoon,Agra,32.71224444,91.14429825,48,31-50,OBC,Married,Husband,Housewife,Primary
Arunachal Pradesh,"13 - Protection of Women from Domestic Violence Act, 2005",0,2014,Other Acts,December,Night,Kolkata,23.69491634,69.20320692,36,31-50,Unknown,Married,Husband,Unknown,Secondary
Arunachal Pradesh,14 - Immoral Traffic (Prevention) Act (Women Cases only),0,2014,Other Acts,March,Morning,Jodhpur,33.19648426,72.22124689,51,51+,OBC,Widowed,Relative,Housewife,Secondary
Arunachal Pradesh,14.1 - Under ITP Section 5,0,2014,Other Acts,February,Evening,Kolkata,17.70951337,96.68929455,20,18-30,OBC,Widowed,Stranger,Student,Secondary
Arunachal Pradesh,14.2 - Under ITP Section 6,0,2014,Other Acts,September,Evening,Lucknow,23.15712107,88.90703216,20,18-30,OBC,Married,Husband,Student,Secondary
Arunachal Pradesh,14.3 - Under ITP Section 7,0,2014,Other Acts,June,Night,Kalaburagi,16.31105962,75.00938141,20,18-30,OBC,Married,Neighbor,Student,Secondary
Arunachal Pradesh,14.4 - Under ITP Section 8,0,2014,Other Acts,February,Afternoon,Jodhpur,15.26529276,82.99050941,54,51+,SC,Widowed,Husband,Housewife,Unknown
Arunachal Pradesh,14.5 - Other Sections under ITP Act,0,2014,Other Acts,June,Night,Chennai,31.68972467,68.41457494,60,51+,General,Married,Husband,Housewife,Primary
Arunachal Pradesh,15 - Total Crimes against Women,351,2014,Other Acts,December,Night,Warangal,36.03867657,87.57741146,64,51+,OBC,Widowed,Husband,Housewife,Primary
Assam,1 - Rape (Section 376 IPC),1980,2014,Rape-related,November,Morning,Ludhiana,36.33302085,77.01939401,20,18-30,OBC,Unmarried,Neighbor,Student,Primary
Assam,1.1 - Custodial Rape,0,2014,Rape-related,July,Evening,Dhanbad,27.13570798,79.94089929,34,31-50,OBC,Divorced,Acquaintance,Housewife,Graduate
Assam,1.1.1 - Custodial_Gang Rape,0,2014,Rape-related,October,Night,Chennai,18.40027473,76.83740442,20,18-30,SC,Married,Husband,Student,Secondary
Assam,1.1.2 - Custodial_Other Rape,0,2014,Rape-related,February,Afternoon,Chandigarh,18.56107337,81.97241687,20,18-30,OBC,Married,Husband,Student,Primary
Assam,1.2 - Rape other than Custodial,1980,2014,Rape-related,June,Afternoon,Pune,32.83149983,93.56354068,15,<18,OBC,Unmarried,Neighbor,Unknown,Primary
Assam,1.2.1 - Rape_Gang Rape,23,2014,Rape-related,May,Morning,Mumbai,23.31262876,90.24037644,20,18-30,OBC,Married,Husband,Student,Secondary
Assam,1.2.2 - Rape_Others,1957,2014,Rape-related,June,Evening,Jaipur,15.71854791,69.25337812,58,51+,SC,Widowed,Stranger,Unknown,Graduate
Assam,2 - Attempt to commit Rape (Section 376 & 511 IPC),227,2014,Rape-related,March,Afternoon,Nagpur,20.14775281,89.3055861,20,18-30,General,Married,Husband,Student,Secondary
Assam,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",3895,2014,Kidnapping & Abduction,March,Evening,Nagpur,18.83421491,93.68507783,63,51+,OBC,Widowed,Relative,Housewife,Postgraduate
Assam,3.1 - Kidnaping & Abduction Section 363 IPC,0,2014,Kidnapping & Abduction,December,Afternoon,Jalandhar,28.26557498,86.17947551,23,18-30,ST,Married,Acquaintance,Student,Secondary
Assam,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,1,2014,Kidnapping & Abduction,July,Night,Amritsar,26.22720458,80.39146609,38,31-50,OBC,Divorced,Stranger,Working Professional,Secondary
Assam,3.3 - Kidnapping for Ransom Section 364A,3,2014,Kidnapping & Abduction,November,Afternoon,Aligarh,32.3004983,92.81523378,44,31-50,OBC,Married,Acquaintance,Labourer,Secondary
Assam,3.4 - Kidnapping & Abduction of Women to compel her for marriage,3883,2014,Kidnapping & Abduction,August,Evening,Chandigarh,16.07594906,96.67016751,27,18-30,General,Married,Husband,Unknown,Primary
Assam,3.5 - Kidnapping & Abduction of Women-Other,8,2014,Kidnapping & Abduction,November,Night,Dhanbad,23.63048204,94.04958469,20,18-30,Unknown,Married,Relative,Student,Unknown
Assam,4 - Dowry Deaths (Section 304-B IPC),188,2014,Dowry-related,June,Night,Vijayawada,36.97094124,72.47493449,55,51+,Unknown,Widowed,Stranger,Unknown,Illiterate
Assam,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),3099,2014,Assault & Modesty-related,March,Morning,Guwahati,28.12897412,78.76206773,62,51+,ST,Widowed,Relative,Unknown,Primary
Assam,5.1 - Sexual Harassment,458,2014,Assault & Modesty-related,December,Afternoon,Aligarh,9.865317769,82.77119966,22,18-30,SC,Unmarried,Husband,Unknown,Postgraduate
Assam,5.2 - Assault on women with intent to Disrobe,399,2014,Assault & Modesty-related,September,Morning,Bhubaneswar,17.5897994,96.1546965,28,18-30,Unknown,Unmarried,Husband,Working Professional,Primary
Assam,5.3 - Voyeurism,0,2014,Assault & Modesty-related,December,Evening,Vijayawada,9.663074859,86.39202363,20,18-30,General,Married,Husband,Student,Graduate
Assam,5.4 - Stalking,0,2014,Assault & Modesty-related,October,Morning,Cuttack,16.1882468,77.94754444,25,18-30,SC,Married,Husband,Labourer,Secondary
Assam,5.5 - Others,2242,2014,Assault & Modesty-related,June,Morning,Mumbai,14.85963467,70.35112127,20,18-30,OBC,Widowed,Relative,Student,Primary
Assam,6 - Insult to the Modesty of Women_Total (Section 509 IPC),1,2014,Assault & Modesty-related,April,Night,Siliguri,10.05900271,77.4041975,50,31-50,ST,Married,Relative,Housewife,Primary
Assam,6.1 - At Office premises,0,2014,Assault & Modesty-related,November,Morning,Ranchi,31.87724198,92.56538214,56,51+,Unknown,Widowed,Husband,Housewife,Unknown
Assam,6.2 - Other places related to work,1,2014,Assault & Modesty-related,October,Evening,Lucknow,27.93536699,92.67179132,24,18-30,OBC,Married,Husband,Student,Secondary
Assam,6.3 - In Public Transport system,0,2014,Assault & Modesty-related,March,Morning,Bengaluru,27.53803696,90.6649662,20,18-30,Unknown,Unmarried,Acquaintance,Working Professional,Secondary
Assam,6.4 - in Other Places,0,2014,Assault & Modesty-related,July,Evening,Guwahati,8.102185273,76.54326595,34,31-50,ST,Married,Stranger,Housewife,Primary
Assam,7 - Cruelty by Husband or his Relatives (Section 498A),9626,2014,Domestic & Cruelty,May,Evening,Dehradun,31.92553304,93.15284473,20,18-30,OBC,Married,Husband,Student,Secondary
Assam,8 - Importation of Girls from Foreign Country (Section 366B IPC),1,2014,Other Acts,December,Evening,Guwahati,14.5521059,78.75560599,30,18-30,SC,Unmarried,Husband,Working Professional,Graduate
Assam,9 - Abetment of Suicides of Women u/s 306 IPC,0,2014,Domestic & Cruelty,December,Afternoon,Bhopal,10.13201254,72.52563303,20,18-30,SC,Married,Relative,Student,Unknown
Assam,"10 - Dowry Prohibition Act, 1961",92,2014,Dowry-related,May,Afternoon,Bhopal,28.68263191,90.17510107,37,31-50,ST,Married,Relative,Working Professional,Unknown
Assam,"11 - Indecent Representation of Women (Prohibition) Act, 1986",0,2014,Other Acts,March,Evening,Indore,15.31113788,77.63381285,24,18-30,General,Married,Acquaintance,Labourer,Secondary
Assam,12 - Commission of Sati Prevention Act 1987,0,2014,Other Acts,March,Morning,Coimbatore,25.08269696,69.10603884,31,31-50,General,Married,Relative,Unemployed,Primary
Assam,"13 - Protection of Women from Domestic Violence Act, 2005",1,2014,Other Acts,December,Morning,Visakhapatnam,33.60595955,73.40682642,33,31-50,SC,Married,Relative,Housewife,Secondary
Assam,14 - Immoral Traffic (Prevention) Act (Women Cases only),29,2014,Other Acts,January,Night,Ranchi,18.67181224,92.5410222,51,51+,General,Widowed,Neighbor,Housewife,Unknown
Assam,14.1 - Under ITP Section 5,6,2014,Other Acts,December,Afternoon,Howrah,15.56311252,94.05588751,64,51+,OBC,Widowed,Husband,Labourer,Primary
Assam,14.2 - Under ITP Section 6,1,2014,Other Acts,October,Night,Raipur,35.49026651,75.35905474,21,18-30,OBC,Married,Husband,Working Professional,Unknown
Assam,14.3 - Under ITP Section 7,2,2014,Other Acts,July,Morning,Madurai,36.83989684,79.89021672,51,51+,OBC,Married,Husband,Working Professional,Unknown
Assam,14.4 - Under ITP Section 8,0,2014,Other Acts,October,Morning,Nagpur,33.64305888,87.44535187,36,31-50,SC,Married,Unknown,Working Professional,Secondary
Assam,14.5 - Other Sections under ITP Act,20,2014,Other Acts,January,Afternoon,Pune,29.9468949,88.515297,20,18-30,OBC,Widowed,Husband,Student,Primary
Assam,15 - Total Crimes against Women,19139,2014,Other Acts,March,Evening,Aligarh,26.84368406,77.33485865,64,51+,Unknown,Widowed,Relative,Housewife,Primary
Bihar,1 - Rape (Section 376 IPC),1127,2014,Rape-related,October,Night,Jaipur,32.98982053,92.93615654,51,51+,Unknown,Married,Relative,Unknown,Graduate
Bihar,1.1 - Custodial Rape,0,2014,Rape-related,June,Morning,Indore,36.59976231,78.05075534,20,18-30,SC,Married,Husband,Student,Secondary
Bihar,1.1.1 - Custodial_Gang Rape,0,2014,Rape-related,October,Evening,Amritsar,8.245883855,87.82105753,56,51+,OBC,Widowed,Husband,Labourer,Secondary
Bihar,1.1.2 - Custodial_Other Rape,0,2014,Rape-related,April,Evening,Jodhpur,23.49835607,70.38750535,45,31-50,Unknown,Widowed,Acquaintance,Labourer,Primary
Bihar,1.2 - Rape other than Custodial,1127,2014,Rape-related,November,Evening,Kota,15.98809836,90.38633144,27,18-30,General,Married,Husband,Housewife,Secondary
Bihar,1.2.1 - Rape_Gang Rape,24,2014,Rape-related,October,Morning,Chandigarh,10.7877403,71.05930899,45,31-50,General,Married,Acquaintance,Working Professional,Secondary
Bihar,1.2.2 - Rape_Others,1103,2014,Rape-related,February,Morning,Cuttack,34.40228779,84.10075287,52,51+,General,Widowed,Husband,Housewife,Unknown
Bihar,2 - Attempt to commit Rape (Section 376 & 511 IPC),484,2014,Rape-related,August,Afternoon,Vijayawada,31.58165421,96.09981837,29,18-30,General,Unmarried,Relative,Housewife,Secondary
Bihar,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",4735,2014,Kidnapping & Abduction,March,Evening,Dehradun,35.67378806,95.55332294,18,18-30,OBC,Married,Acquaintance,Housewife,Primary
Bihar,3.1 - Kidnaping & Abduction Section 363 IPC,55,2014,Kidnapping & Abduction,June,Night,Coimbatore,12.02205911,93.24413731,20,18-30,SC,Unmarried,Acquaintance,Student,Secondary
Bihar,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,9,2014,Kidnapping & Abduction,December,Afternoon,Ranchi,16.9128042,88.53702136,20,18-30,OBC,Married,Unknown,Student,Postgraduate
Bihar,3.3 - Kidnapping for Ransom Section 364A,2,2014,Kidnapping & Abduction,February,Evening,Bhopal,28.45104335,82.4567761,28,18-30,General,Married,Relative,Housewife,Secondary
Bihar,3.4 - Kidnapping & Abduction of Women to compel her for marriage,4641,2014,Kidnapping & Abduction,April,Night,Jodhpur,25.34355518,95.56338443,63,51+,General,Widowed,Stranger,Unemployed,Secondary
Bihar,3.5 - Kidnapping & Abduction of Women-Other,28,2014,Kidnapping & Abduction,June,Night,Ludhiana,19.19645767,81.64174876,47,31-50,OBC,Married,Acquaintance,Housewife,Secondary
Bihar,4 - Dowry Deaths (Section 304-B IPC),1373,2014,Dowry-related,June,Afternoon,Siliguri,15.57400244,71.87142031,20,18-30,SC,Married,Acquaintance,Student,Primary
Bihar,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),572,2014,Assault & Modesty-related,March,Evening,Pune,28.41158796,76.72291305,62,51+,OBC,Married,Husband,Working Professional,Primary
Bihar,5.1 - Sexual Harassment,271,2014,Assault & Modesty-related,November,Morning,Dehradun,23.26789163,82.90346521,16,<18,ST,Unmarried,Unknown,Housewife,Graduate
Bihar,5.2 - Assault on women with intent to Disrobe,61,2014,Assault & Modesty-related,February,Afternoon,Lucknow,35.27113866,95.3291268,25,18-30,SC,Married,Husband,Working Professional,Secondary
Bihar,5.3 - Voyeurism,4,2014,Assault & Modesty-related,December,Afternoon,Chennai,12.25509231,79.5497235,34,31-50,SC,Divorced,Husband,Unknown,Unknown
Bihar,5.4 - Stalking,7,2014,Assault & Modesty-related,November,Afternoon,Kota,19.44188506,83.6710889,30,18-30,SC,Unmarried,Husband,Working Professional,Graduate
Bihar,5.5 - Others,229,2014,Assault & Modesty-related,November,Night,Nashik,21.82962399,95.85040197,59,51+,General,Widowed,Husband,Working Professional,Primary
Bihar,6 - Insult to the Modesty of Women_Total (Section 509 IPC),69,2014,Assault & Modesty-related,December,Evening,Kalaburagi,29.27142771,91.90467136,64,51+,SC,Widowed,Neighbor,Working Professional,Primary
Bihar,6.1 - At Office premises,0,2014,Assault & Modesty-related,June,Morning,Nagpur,36.56424082,92.54354827,20,18-30,ST,Divorced,Acquaintance,Student,Graduate
Bihar,6.2 - Other places related to work,0,2014,Assault & Modesty-related,August,Evening,Howrah,19.70074751,96.5877318,47,31-50,OBC,Married,Relative,Working Professional,Unknown
Bihar,6.3 - In Public Transport system,0,2014,Assault & Modesty-related,January,Afternoon,Agra,13.15522921,71.01035752,35,31-50,SC,Married,Stranger,Unknown,Unknown
Bihar,6.4 - in Other Places,69,2014,Assault & Modesty-related,May,Night,Vijayawada,13.53585217,84.13654202,55,51+,OBC,Widowed,Husband,Housewife,Primary
