STATE/UT,CRIME HEAD,year,State/UTs,Crime Head,States/UTs
,,2014,,1.2.2 - Rape_Others,Nagaland
,,2014,,2 - Attempt to commit Rape (Section 376 & 511 IPC),Nagaland
,,2014,,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",Nagaland
,,2014,,3.1 - Kidnaping & Abduction Section 363 IPC,Nagaland
,,2014,,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,Nagaland
,,2014,,3.3 - Kidnapping for Ransom Section 364A,Nagaland
,,2014,,3.4 - Kidnapping & Abduction of Women to compel her for marriage,Nagaland
,,2014,,3.5 - Kidnapping & Abduction of Women-Other,Nagaland
,,2014,,4 - Dowry Deaths (Section 304-B IPC),Nagaland
,,2014,,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),Nagaland
,,2014,,5.1 - Sexual Harassment,Nagaland
,,2014,,5.2 - Assault on women with intent to Disrobe,Nagaland
,,2014,,5.3 - Voyeurism,Nagaland
,,2014,,5.4 - Stalking,Nagaland
,,2014,,5.5 - Others,Nagaland
,,2014,,6 - Insult to the Modesty of Women_Total (Section 509 IPC),Nagaland
,,2014,,6.1 - At Office premises,Nagaland
,,2014,,6.2 - Other places related to work,Nagaland
,,2014,,6.3 - In Public Transport system,Nagaland
,,2014,,6.4 - in Other Places,Nagaland
,,2014,,7 - Cruelty by Husband or his Relatives (Section 498A),Nagaland
,,2014,,8 - Importation of Girls from Foreign Country (Section 366B IPC),Nagaland
,,2014,,9 - Abetment of Suicides of Women u/s 306 IPC,Nagaland
,,2014,,"10 - Dowry Prohibition Act, 1961",Nagaland
,,2014,,"11 - Indecent Representation of Women (Prohibition) Act, 1986",Nagaland
,,2014,,12 - Commission of Sati Prevention Act 1987,Nagaland
,,2014,,"13 - Protection of Women from Domestic Violence Act, 2005",Nagaland
,,2014,,14 - Immoral Traffic (Prevention) Act (Women Cases only),Nagaland
,,2014,,14.1 - Under ITP Section 5,Nagaland
,,2014,,14.2 - Under ITP Section 6,Nagaland
,,2014,,14.3 - Under ITP Section 7,Nagaland
,,2014,,14.4 - Under ITP Section 8,Nagaland
,,2014,,14.5 - Other Sections under ITP Act,Nagaland
,,2014,,15 - Total Crimes against Women,Nagaland
,,2014,,1 - Rape (Section 376 IPC),Odisha
,,2014,,1.1 - Custodial Rape,Odisha
,,2014,,1.1.1 - Custodial_Gang Rape,Odisha
,,2014,,1.1.2 - Custodial_Other Rape,Odisha
,,2014,,1.2 - Rape other than Custodial,Odisha
,,2014,,1.2.1 - Rape_Gang Rape,Odisha
,,2014,,1.2.2 - Rape_Others,Odisha
,,2014,,2 - Attempt to commit Rape (Section 376 & 511 IPC),Odisha
,,2014,,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",Odisha
,,2014,,3.1 - Kidnaping & Abduction Section 363 IPC,Odisha
,,2014,,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,Odisha
,,2014,,3.3 - Kidnapping for Ransom Section 364A,Odisha
,,2014,,3.4 - Kidnapping & Abduction of Women to compel her for marriage,Odisha
,,2014,,3.5 - Kidnapping & Abduction of Women-Other,Odisha
,,2014,,4 - Dowry Deaths (Section 304-B IPC),Odisha
,,2014,,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),Odisha
,,2014,,5.1 - Sexual Harassment,Odisha
,,2014,,5.2 - Assault on women with intent to Disrobe,Odisha
,,2014,,5.3 - Voyeurism,Odisha
,,2014,,5.4 - Stalking,Odisha
,,2014,,5.5 - Others,Odisha
,,2014,,6 - Insult to the Modesty of Women_Total (Section 509 IPC),Odisha
,,2014,,6.1 - At Office premises,Odisha
,,2014,,6.2 - Other places related to work,Odisha
,,2014,,6.3 - In Public Transport system,Odisha
,,2014,,6.4 - in Other Places,Odisha
,,2014,,7 - Cruelty by Husband or his Relatives (Section 498A),Odisha
,,2014,,8 - Importation of Girls from Foreign Country (Section 366B IPC),Odisha
,,2014,,9 - Abetment of Suicides of Women u/s 306 IPC,Odisha
,,2014,,"10 - Dowry Prohibition Act, 1961",Odisha
,,2014,,"11 - Indecent Representation of Women (Prohibition) Act, 1986",Odisha
,,2014,,12 - Commission of Sati Prevention Act 1987,Odisha
,,2014,,"13 - Protection of Women from Domestic Violence Act, 2005",Odisha
,,2014,,14 - Immoral Traffic (Prevention) Act (Women Cases only),Odisha
,,2014,,14.1 - Under ITP Section 5,Odisha
,,2014,,14.2 - Under ITP Section 6,Odisha
,,2014,,14.3 - Under ITP Section 7,Odisha
,,2014,,14.4 - Under ITP Section 8,Odisha
,,2014,,14.5 - Other Sections under ITP Act,Odisha
,,2014,,15 - Total Crimes against Women,Odisha
,,2014,,1 - Rape (Section 376 IPC),Punjab
,,2014,,1.1 - Custodial Rape,Punjab
,,2014,,1.1.1 - Custodial_Gang Rape,Punjab
,,2014,,1.1.2 - Custodial_Other Rape,Punjab
,,2014,,1.2 - Rape other than Custodial,Punjab
,,2014,,1.2.1 - Rape_Gang Rape,Punjab
,,2014,,1.2.2 - Rape_Others,Punjab
,,2014,,2 - Attempt to commit Rape (Section 376 & 511 IPC),Punjab
,,2014,,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",Punjab
,,2014,,3.1 - Kidnaping & Abduction Section 363 IPC,Punjab
,,2014,,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,Punjab
,,2014,,3.3 - Kidnapping for Ransom Section 364A,Punjab
,,2014,,3.4 - Kidnapping & Abduction of Women to compel her for marriage,Punjab
,,2014,,3.5 - Kidnapping & Abduction of Women-Other,Punjab
,,2014,,4 - Dowry Deaths (Section 304-B IPC),Punjab
,,2014,,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),Punjab
,,2014,,5.1 - Sexual Harassment,Punjab
,,2014,,5.2 - Assault on women with intent to Disrobe,Punjab
,,2014,,5.3 - Voyeurism,Punjab
,,2014,,5.4 - Stalking,Punjab
,,2014,,5.5 - Others,Punjab
,,2014,,6 - Insult to the Modesty of Women_Total (Section 509 IPC),Punjab
,,2014,,6.1 - At Office premises,Punjab
,,2014,,6.2 - Other places related to work,Punjab
,,2014,,6.3 - In Public Transport system,Punjab
,,2014,,6.4 - in Other Places,Punjab
,,2014,,7 - Cruelty by Husband or his Relatives (Section 498A),Punjab
,,2014,,8 - Importation of Girls from Foreign Country (Section 366B IPC),Punjab
,,2014,,9 - Abetment of Suicides of Women u/s 306 IPC,Punjab
,,2014,,"10 - Dowry Prohibition Act, 1961",Punjab
,,2014,,"11 - Indecent Representation of Women (Prohibition) Act, 1986",Punjab
,,2014,,12 - Commission of Sati Prevention Act 1987,Punjab
,,2014,,"13 - Protection of Women from Domestic Violence Act, 2005",Punjab
,,2014,,14 - Immoral Traffic (Prevention) Act (Women Cases only),Punjab
,,2014,,14.1 - Under ITP Section 5,Punjab
,,2014,,14.2 - Under ITP Section 6,Punjab
,,2014,,14.3 - Under ITP Section 7,Punjab
,,2014,,14.4 - Under ITP Section 8,Punjab
,,2014,,14.5 - Other Sections under ITP Act,Punjab
,,2014,,15 - Total Crimes against Women,Punjab
,,2014,,1 - Rape (Section 376 IPC),Rajasthan
,,2014,,1.1 - Custodial Rape,Rajasthan
,,2014,,1.1.1 - Custodial_Gang Rape,Rajasthan
,,2014,,1.1.2 - Custodial_Other Rape,Rajasthan
,,2014,,1.2 - Rape other than Custodial,Rajasthan
,,2014,,1.2.1 - Rape_Gang Rape,Rajasthan
,,2014,,1.2.2 - Rape_Others,Rajasthan
,,2014,,2 - Attempt to commit Rape (Section 376 & 511 IPC),Rajasthan
,,2014,,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",Rajasthan
,,2014,,3.1 - Kidnaping & Abduction Section 363 IPC,Rajasthan
,,2014,,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,Rajasthan
,,2014,,3.3 - Kidnapping for Ransom Section 364A,Rajasthan
,,2014,,3.4 - Kidnapping & Abduction of Women to compel her for marriage,Rajasthan
,,2014,,3.5 - Kidnapping & Abduction of Women-Other,Rajasthan
,,2014,,4 - Dowry Deaths (Section 304-B IPC),Rajasthan
,,2014,,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),Rajasthan
,,2014,,5.1 - Sexual Harassment,Rajasthan
,,2014,,5.2 - Assault on women with intent to Disrobe,Rajasthan
,,2014,,5.3 - Voyeurism,Rajasthan
,,2014,,5.4 - Stalking,Rajasthan
,,2014,,5.5 - Others,Rajasthan
,,2014,,6 - Insult to the Modesty of Women_Total (Section 509 IPC),Rajasthan
,,2014,,6.1 - At Office premises,Rajasthan
,,2014,,6.2 - Other places related to work,Rajasthan
,,2014,,6.3 - In Public Transport system,Rajasthan
,,2014,,6.4 - in Other Places,Rajasthan
,,2014,,7 - Cruelty by Husband or his Relatives (Section 498A),Rajasthan
,,2014,,8 - Importation of Girls from Foreign Country (Section 366B IPC),Rajasthan
,,2014,,9 - Abetment of Suicides of Women u/s 306 IPC,Rajasthan
,,2014,,"10 - Dowry Prohibition Act, 1961",Rajasthan
,,2014,,"11 - Indecent Representation of Women (Prohibition) Act, 1986",Rajasthan
,,2014,,12 - Commission of Sati Prevention Act 1987,Rajasthan
,,2014,,"13 - Protection of Women from Domestic Violence Act, 2005",Rajasthan
,,2014,,14 - Immoral Traffic (Prevention) Act (Women Cases only),Rajasthan
,,2014,,14.1 - Under ITP Section 5,Rajasthan
,,2014,,14.2 - Under ITP Section 6,Rajasthan
,,2014,,14.3 - Under ITP Section 7,Rajasthan
,,2014,,14.4 - Under ITP Section 8,Rajasthan
,,2014,,14.5 - Other Sections under ITP Act,Rajasthan
,,2014,,15 - Total Crimes against Women,Rajasthan
,,2014,,1 - Rape (Section 376 IPC),Sikkim
,,2014,,1.1 - Custodial Rape,Sikkim
,,2014,,1.1.1 - Custodial_Gang Rape,Sikkim
,,2014,,1.1.2 - Custodial_Other Rape,Sikkim
,,2014,,1.2 - Rape other than Custodial,Sikkim
,,2014,,1.2.1 - Rape_Gang Rape,Sikkim
,,2014,,1.2.2 - Rape_Others,Sikkim
,,2014,,2 - Attempt to commit Rape (Section 376 & 511 IPC),Sikkim
,,2014,,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",Sikkim
,,2014,,3.1 - Kidnaping & Abduction Section 363 IPC,Sikkim
,,2014,,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,Sikkim
,,2014,,3.3 - Kidnapping for Ransom Section 364A,Sikkim
,,2014,,3.4 - Kidnapping & Abduction of Women to compel her for marriage,Sikkim
,,2014,,3.5 - Kidnapping & Abduction of Women-Other,Sikkim
,,2014,,4 - Dowry Deaths (Section 304-B IPC),Sikkim
,,2014,,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),Sikkim
,,2014,,5.1 - Sexual Harassment,Sikkim
,,2014,,5.2 - Assault on women with intent to Disrobe,Sikkim
,,2014,,5.3 - Voyeurism,Sikkim
,,2014,,5.4 - Stalking,Sikkim
,,2014,,5.5 - Others,Sikkim
,,2014,,6 - Insult to the Modesty of Women_Total (Section 509 IPC),Sikkim
,,2014,,6.1 - At Office premises,Sikkim
,,2014,,6.2 - Other places related to work,Sikkim
,,2014,,6.3 - In Public Transport system,Sikkim
,,2014,,6.4 - in Other Places,Sikkim
,,2014,,7 - Cruelty by Husband or his Relatives (Section 498A),Sikkim
,,2014,,8 - Importation of Girls from Foreign Country (Section 366B IPC),Sikkim
,,2014,,9 - Abetment of Suicides of Women u/s 306 IPC,Sikkim
,,2014,,"10 - Dowry Prohibition Act, 1961",Sikkim
,,2014,,"11 - Indecent Representation of Women (Prohibition) Act, 1986",Sikkim
,,2014,,12 - Commission of Sati Prevention Act 1987,Sikkim
,,2014,,"13 - Protection of Women from Domestic Violence Act, 2005",Sikkim
,,2014,,14 - Immoral Traffic (Prevention) Act (Women Cases only),Sikkim
,,2014,,14.1 - Under ITP Section 5,Sikkim
,,2014,,14.2 - Under ITP Section 6,Sikkim
,,2014,,14.3 - Under ITP Section 7,Sikkim
,,2014,,14.4 - Under ITP Section 8,Sikkim
,,2014,,14.5 - Other Sections under ITP Act,Sikkim
,,2014,,15 - Total Crimes against Women,Sikkim
,,2014,,1 - Rape (Section 376 IPC),Tamil Nadu
,,2014,,1.1 - Custodial Rape,Tamil Nadu
,,2014,,1.1.1 - Custodial_Gang Rape,Tamil Nadu
,,2014,,1.1.2 - Custodial_Other Rape,Tamil Nadu
,,2014,,1.2 - Rape other than Custodial,Tamil Nadu
,,2014,,1.2.1 - Rape_Gang Rape,Tamil Nadu
,,2014,,1.2.2 - Rape_Others,Tamil Nadu
,,2014,,2 - Attempt to commit Rape (Section 376 & 511 IPC),Tamil Nadu
,,2014,,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",Tamil Nadu
,,2014,,3.1 - Kidnaping & Abduction Section 363 IPC,Tamil Nadu
,,2014,,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,Tamil Nadu
,,2014,,3.3 - Kidnapping for Ransom Section 364A,Tamil Nadu
,,2014,,3.4 - Kidnapping & Abduction of Women to compel her for marriage,Tamil Nadu
,,2014,,3.5 - Kidnapping & Abduction of Women-Other,Tamil Nadu
,,2014,,4 - Dowry Deaths (Section 304-B IPC),Tamil Nadu
,,2014,,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),Tamil Nadu
,,2014,,5.1 - Sexual Harassment,Tamil Nadu
,,2014,,5.2 - Assault on women with intent to Disrobe,Tamil Nadu
,,2014,,5.3 - Voyeurism,Tamil Nadu
,,2014,,5.4 - Stalking,Tamil Nadu
,,2014,,5.5 - Others,Tamil Nadu
,,2014,,6 - Insult to the Modesty of Women_Total (Section 509 IPC),Tamil Nadu
,,2014,,6.1 - At Office premises,Tamil Nadu
,,2014,,6.2 - Other places related to work,Tamil Nadu
,,2014,,6.3 - In Public Transport system,Tamil Nadu
,,2014,,6.4 - in Other Places,Tamil Nadu
,,2014,,7 - Cruelty by Husband or his Relatives (Section 498A),Tamil Nadu
,,2014,,8 - Importation of Girls from Foreign Country (Section 366B IPC),Tamil Nadu
,,2014,,9 - Abetment of Suicides of Women u/s 306 IPC,Tamil Nadu
,,2014,,"10 - Dowry Prohibition Act, 1961",Tamil Nadu
,,2014,,"11 - Indecent Representation of Women (Prohibition) Act, 1986",Tamil Nadu
,,2014,,12 - Commission of Sati Prevention Act 1987,Tamil Nadu
,,2014,,"13 - Protection of Women from Domestic Violence Act, 2005",Tamil Nadu
,,2014,,14 - Immoral Traffic (Prevention) Act (Women Cases only),Tamil Nadu
,,2014,,14.1 - Under ITP Section 5,Tamil Nadu
,,2014,,14.2 - Under ITP Section 6,Tamil Nadu
,,2014,,14.3 - Under ITP Section 7,Tamil Nadu
,,2014,,14.4 - Under ITP Section 8,Tamil Nadu
,,2014,,14.5 - Other Sections under ITP Act,Tamil Nadu
,,2014,,15 - Total Crimes against Women,Tamil Nadu
,,2014,,1 - Rape (Section 376 IPC),Telangana
,,2014,,1.1 - Custodial Rape,Telangana
,,2014,,1.1.1 - Custodial_Gang Rape,Telangana
,,2014,,1.1.2 - Custodial_Other Rape,Telangana
,,2014,,1.2 - Rape other than Custodial,Telangana
,,2014,,1.2.1 - Rape_Gang Rape,Telangana
,,2014,,1.2.2 - Rape_Others,Telangana
,,2014,,2 - Attempt to commit Rape (Section 376 & 511 IPC),Telangana
,,2014,,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",Telangana
,,2014,,3.1 - Kidnaping & Abduction Section 363 IPC,Telangana
,,2014,,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,Telangana
,,2014,,3.3 - Kidnapping for Ransom Section 364A,Telangana
,,2014,,3.4 - Kidnapping & Abduction of Women to compel her for marriage,Telangana
,,2014,,3.5 - Kidnapping & Abduction of Women-Other,Telangana
,,2014,,4 - Dowry Deaths (Section 304-B IPC),Telangana
,,2014,,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),Telangana
,,2014,,5.1 - Sexual Harassment,Telangana
,,2014,,5.2 - Assault on women with intent to Disrobe,Telangana
,,2014,,5.3 - Voyeurism,Telangana
,,2014,,5.4 - Stalking,Telangana
,,2014,,5.5 - Others,Telangana
,,2014,,6 - Insult to the Modesty of Women_Total (Section 509 IPC),Telangana
,,2014,,6.1 - At Office premises,Telangana
,,2014,,6.2 - Other places related to work,Telangana
,,2014,,6.3 - In Public Transport system,Telangana
,,2014,,6.4 - in Other Places,Telangana
,,2014,,7 - Cruelty by Husband or his Relatives (Section 498A),Telangana
,,2014,,8 - Importation of Girls from Foreign Country (Section 366B IPC),Telangana
,,2014,,9 - Abetment of Suicides of Women u/s 306 IPC,Telangana
,,2014,,"10 - Dowry Prohibition Act, 1961",Telangana
,,2014,,"11 - Indecent Representation of Women (Prohibition) Act, 1986",Telangana
,,2014,,12 - Commission of Sati Prevention Act 1987,Telangana
,,2014,,"13 - Protection of Women from Domestic Violence Act, 2005",Telangana
,,2014,,14 - Immoral Traffic (Prevention) Act (Women Cases only),Telangana
,,2014,,14.1 - Under ITP Section 5,Telangana
,,2014,,14.2 - Under ITP Section 6,Telangana
,,2014,,14.3 - Under ITP Section 7,Telangana
,,2014,,14.4 - Under ITP Section 8,Telangana
,,2014,,14.5 - Other Sections under ITP Act,Telangana
,,2014,,15 - Total Crimes against Women,Telangana
,,2014,,1 - Rape (Section 376 IPC),Tripura
,,2014,,1.1 - Custodial Rape,Tripura
,,2014,,1.1.1 - Custodial_Gang Rape,Tripura
,,2014,,1.1.2 - Custodial_Other Rape,Tripura
,,2014,,1.2 - Rape other than Custodial,Tripura
,,2014,,1.2.1 - Rape_Gang Rape,Tripura
,,2014,,1.2.2 - Rape_Others,Tripura
,,2014,,2 - Attempt to commit Rape (Section 376 & 511 IPC),Tripura
,,2014,,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",Tripura
,,2014,,3.1 - Kidnaping & Abduction Section 363 IPC,Tripura
,,2014,,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,Tripura
,,2014,,3.3 - Kidnapping for Ransom Section 364A,Tripura
,,2014,,3.4 - Kidnapping & Abduction of Women to compel her for marriage,Tripura
,,2014,,3.5 - Kidnapping & Abduction of Women-Other,Tripura
,,2014,,4 - Dowry Deaths (Section 304-B IPC),Tripura
,,2014,,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),Tripura
,,2014,,5.1 - Sexual Harassment,Tripura
,,2014,,5.2 - Assault on women with intent to Disrobe,Tripura
,,2014,,5.3 - Voyeurism,Tripura
,,2014,,5.4 - Stalking,Tripura
,,2014,,5.5 - Others,Tripura
,,2014,,6 - Insult to the Modesty of Women_Total (Section 509 IPC),Tripura
,,2014,,6.1 - At Office premises,Tripura
,,2014,,6.2 - Other places related to work,Tripura
,,2014,,6.3 - In Public Transport system,Tripura
,,2014,,6.4 - in Other Places,Tripura
,,2014,,7 - Cruelty by Husband or his Relatives (Section 498A),Tripura
,,2014,,8 - Importation of Girls from Foreign Country (Section 366B IPC),Tripura
,,2014,,9 - Abetment of Suicides of Women u/s 306 IPC,Tripura
,,2014,,"10 - Dowry Prohibition Act, 1961",Tripura
,,2014,,"11 - Indecent Representation of Women (Prohibition) Act, 1986",Tripura
,,2014,,12 - Commission of Sati Prevention Act 1987,Tripura
,,2014,,"13 - Protection of Women from Domestic Violence Act, 2005",Tripura
,,2014,,14 - Immoral Traffic (Prevention) Act (Women Cases only),Tripura
,,2014,,14.1 - Under ITP Section 5,Tripura
,,2014,,14.2 - Under ITP Section 6,Tripura
,,2014,,14.3 - Under ITP Section 7,Tripura
,,2014,,14.4 - Under ITP Section 8,Tripura
,,2014,,14.5 - Other Sections under ITP Act,Tripura
,,2014,,15 - Total Crimes against Women,Tripura
,,2014,,1 - Rape (Section 376 IPC),Uttar Pradesh
,,2014,,1.1 - Custodial Rape,Uttar Pradesh
,,2014,,1.1.1 - Custodial_Gang Rape,Uttar Pradesh
,,2014,,1.1.2 - Custodial_Other Rape,Uttar Pradesh
,,2014,,1.2 - Rape other than Custodial,Uttar Pradesh
,,2014,,1.2.1 - Rape_Gang Rape,Uttar Pradesh
,,2014,,1.2.2 - Rape_Others,Uttar Pradesh
,,2014,,2 - Attempt to commit Rape (Section 376 & 511 IPC),Uttar Pradesh
,,2014,,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",Uttar Pradesh
,,2014,,3.1 - Kidnaping & Abduction Section 363 IPC,Uttar Pradesh
,,2014,,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,Uttar Pradesh
,,2014,,3.3 - Kidnapping for Ransom Section 364A,Uttar Pradesh
,,2014,,3.4 - Kidnapping & Abduction of Women to compel her for marriage,Uttar Pradesh
,,2014,,3.5 - Kidnapping & Abduction of Women-Other,Uttar Pradesh
,,2014,,4 - Dowry Deaths (Section 304-B IPC),Uttar Pradesh
,,2014,,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),Uttar Pradesh
,,2014,,5.1 - Sexual Harassment,Uttar Pradesh
,,2014,,5.2 - Assault on women with intent to Disrobe,Uttar Pradesh
,,2014,,5.3 - Voyeurism,Uttar Pradesh
,,2014,,5.4 - Stalking,Uttar Pradesh
,,2014,,5.5 - Others,Uttar Pradesh
,,2014,,6 - Insult to the Modesty of Women_Total (Section 509 IPC),Uttar Pradesh
,,2014,,6.1 - At Office premises,Uttar Pradesh
,,2014,,6.2 - Other places related to work,Uttar Pradesh
,,2014,,6.3 - In Public Transport system,Uttar Pradesh
,,2014,,6.4 - in Other Places,Uttar Pradesh
,,2014,,7 - Cruelty by Husband or his Relatives (Section 498A),Uttar Pradesh
,,2014,,8 - Importation of Girls from Foreign Country (Section 366B IPC),Uttar Pradesh
,,2014,,9 - Abetment of Suicides of Women u/s 306 IPC,Uttar Pradesh
,,2014,,"10 - Dowry Prohibition Act, 1961",Uttar Pradesh
,,2014,,"11 - Indecent Representation of Women (Prohibition) Act, 1986",Uttar Pradesh
,,2014,,12 - Commission of Sati Prevention Act 1987,Uttar Pradesh
,,2014,,"13 - Protection of Women from Domestic Violence Act, 2005",Uttar Pradesh
,,2014,,14 - Immoral Traffic (Prevention) Act (Women Cases only),Uttar Pradesh
,,2014,,14.1 - Under ITP Section 5,Uttar Pradesh
,,2014,,14.2 - Under ITP Section 6,Uttar Pradesh
,,2014,,14.3 - Under ITP Section 7,Uttar Pradesh
,,2014,,14.4 - Under ITP Section 8,Uttar Pradesh
,,2014,,14.5 - Other Sections under ITP Act,Uttar Pradesh
,,2014,,15 - Total Crimes against Women,Uttar Pradesh
,,2014,,1 - Rape (Section 376 IPC),Uttarakhand
,,2014,,1.1 - Custodial Rape,Uttarakhand
,,2014,,1.1.1 - Custodial_Gang Rape,Uttarakhand
,,2014,,1.1.2 - Custodial_Other Rape,Uttarakhand
,,2014,,1.2 - Rape other than Custodial,Uttarakhand
,,2014,,1.2.1 - Rape_Gang Rape,Uttarakhand
,,2014,,1.2.2 - Rape_Others,Uttarakhand
,,2014,,2 - Attempt to commit Rape (Section 376 & 511 IPC),Uttarakhand
,,2014,,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",Uttarakhand
,,2014,,3.1 - Kidnaping & Abduction Section 363 IPC,Uttarakhand
,,2014,,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,Uttarakhand
,,2014,,3.3 - Kidnapping for Ransom Section 364A,Uttarakhand
,,2014,,3.4 - Kidnapping & Abduction of Women to compel her for marriage,Uttarakhand
,,2014,,3.5 - Kidnapping & Abduction of Women-Other,Uttarakhand
,,2014,,4 - Dowry Deaths (Section 304-B IPC),Uttarakhand
,,2014,,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),Uttarakhand
,,2014,,5.1 - Sexual Harassment,Uttarakhand
,,2014,,5.2 - Assault on women with intent to Disrobe,Uttarakhand
,,2014,,5.3 - Voyeurism,Uttarakhand
,,2014,,5.4 - Stalking,Uttarakhand
,,2014,,5.5 - Others,Uttarakhand
,,2014,,6 - Insult to the Modesty of Women_Total (Section 509 IPC),Uttarakhand
,,2014,,6.1 - At Office premises,Uttarakhand
,,2014,,6.2 - Other places related to work,Uttarakhand
,,2014,,6.3 - In Public Transport system,Uttarakhand
,,2014,,6.4 - in Other Places,Uttarakhand
,,2014,,7 - Cruelty by Husband or his Relatives (Section 498A),Uttarakhand
,,2014,,8 - Importation of Girls from Foreign Country (Section 366B IPC),Uttarakhand
,,2014,,9 - Abetment of Suicides of Women u/s 306 IPC,Uttarakhand
,,2014,,"10 - Dowry Prohibition Act, 1961",Uttarakhand
,,2014,,"11 - Indecent Representation of Women (Prohibition) Act, 1986",Uttarakhand
,,2014,,12 - Commission of Sati Prevention Act 1987,Uttarakhand
,,2014,,"13 - Protection of Women from Domestic Violence Act, 2005",Uttarakhand
,,2014,,14 - Immoral Traffic (Prevention) Act (Women Cases only),Uttarakhand
,,2014,,14.1 - Under ITP Section 5,Uttarakhand
,,2014,,14.2 - Under ITP Section 6,Uttarakhand
,,2014,,14.3 - Under ITP Section 7,Uttarakhand
,,2014,,14.4 - Under ITP Section 8,Uttarakhand
,,2014,,14.5 - Other Sections under ITP Act,Uttarakhand
,,2014,,15 - Total Crimes against Women,Uttarakhand
,,2014,,1 - Rape (Section 376 IPC),West Bengal
,,2014,,1.1 - Custodial Rape,West Bengal
,,2014,,1.1.1 - Custodial_Gang Rape,West Bengal
,,2014,,1.1.2 - Custodial_Other Rape,West Bengal
,,2014,,1.2 - Rape other than Custodial,West Bengal
,,2014,,1.2.1 - Rape_Gang Rape,West Bengal
,,2014,,1.2.2 - Rape_Others,West Bengal
,,2014,,2 - Attempt to commit Rape (Section 376 & 511 IPC),West Bengal
,,2014,,"3 - Kidnapping & Abduction of Women (Section 363,364,364A, 366-369 IPC)",West Bengal
,,2014,,3.1 - Kidnaping & Abduction Section 363 IPC,West Bengal
,,2014,,3.2 - Kidnaping & Abduction in order to Murder Section 364 IPC,West Bengal
,,2014,,3.3 - Kidnapping for Ransom Section 364A,West Bengal
,,2014,,3.4 - Kidnapping & Abduction of Women to compel her for marriage,West Bengal
,,2014,,3.5 - Kidnapping & Abduction of Women-Other,West Bengal
,,2014,,4 - Dowry Deaths (Section 304-B IPC),West Bengal
,,2014,,5 - Assault on Women with intent to outrage her Modesty_Total (Section 354 IPC),West Bengal
,,2014,,5.1 - Sexual Harassment,West Bengal
,,2014,,5.2 - Assault on women with intent to Disrobe,West Bengal
,,2014,,5.3 - Voyeurism,West Bengal
,,2014,,5.4 - Stalking,West Bengal
,,2014,,5.5 - Others,West Bengal
,,2014,,6 - Insult to the Modesty of Women_Total (Section 509 IPC),West Bengal
,,2014,,6.1 - At Office premises,West Bengal
,,2014,,6.2 - Other places related to work,West Bengal
,,2014,,6.3 - In Public Transport system,West Bengal
,,2014,,6.4 - in Other Places,West Bengal
,,2014,,7 - Cruelty by Husband or his Relatives (Section 498A),West Bengal
,,2014,,8 - Importation of Girls from Foreign Country (Section 366B IPC),West Bengal
,,2014,,9 - Abetment of Suicides of Women u/s 306 IPC,West Bengal
,,2014,,"10 - Dowry Prohibition Act, 1961",West Bengal
,,2014,,"11 - Indecent Representation of Women (Prohibition) Act, 1986",West Bengal
,,2014,,12 - Commission of Sati Prevention Act 1987,West Bengal
,,2014,,"13 - Protection of Women from Domestic Violence Act, 2005",West Bengal
,,2014,,14 - Immoral Traffic (Prevention) Act (Women Cases only),West Bengal
,,2014,,14.1 - Under ITP Section 5,West Bengal
,,2014,,14.2 - Under ITP Section 6,West Bengal
,,2014,,14.3 - Under ITP Section 7,West Bengal
